	Con1.1	Con1.2	Con1.3	Con2.1	Con2.2	Con2.3	Con3.1	Con3.2	Con3.3	Con4.1	Con4.2	Con4.3	Starved1.1	Starved1.2	Starved1.3	Starved2.1	Starved2.2	Starved2.3	Starved3.1	Starved3.2	Starved3.3	Starved4.1	Starved4.2	Starved4.3	Refed1.1	Refed1.2	Refed1.3	Refed2.1	Refed2.2	Refed2.3	Refed3.1	Refed3.2	Refed3.3	Refed4.1	Refed4.2	Refed4.3
OTU2501	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2726	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2725	0	0	2	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2722	12	11	20	15	14	4	0	19	1	3	10	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	7	0	0	0	0	0
OTU2720	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3158	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3782	0	0	0	0	0	1	0	0	0	0	0	0	8	6	0	0	0	0	0	3	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	9
OTU1806	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1805	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0
OTU3787	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	1	7	0	1	2	0	9	4	0	3	0	0	0	0	1	0	0
OTU1801	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1546	2	17	15	12	24	12	2	9	17	24	5	0	0	0	0	2	0	0	0	0	0	2	11	0	0	0	0	0	0	2	0	0	1	1	2	0
OTU3788	4	19	6	8	8	14	6	15	18	2	0	0	0	0	1	0	0	0	0	0	0	4	5	4	3	0	0	0	7	0	0	1	8	3	13	14
OTU3789	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1809	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU1547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU3710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3258	0	0	0	0	0	0	0	0	0	0	0	0	24	13	10	0	0	5	4	3	3	4	0	63	39	10	9	0	1	1	0	12	7	2	2	8
OTU3259	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1948	0	0	1	0	0	2	0	0	0	0	0	0	4	12	32	15	17	3	67	93	0	7	13	40	104	19	17	2	4	1	0	17	104	16	0	9
OTU1942	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3251	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1941	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1944	0	4	2	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3257	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU818	0	0	0	0	0	43	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	3	2	0
OTU0	1	2	0	0	1	0	0	0	0	0	0	3	64	56	0	10	11	284	212	119	318	17	81	42	1	260	346	6	232	20	0	59	4	12	5	4
OTU1255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU810	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1520	3	0	0	0	1	0	2	0	1	0	3	0	38	59	186	0	6	5	14	7	13	0	14	0	286	36	40	0	7	8	0	0	3	28	0	35
OTU812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU813	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
OTU814	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
OTU815	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU1521	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2859	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3207	3	0	0	2	0	0	0	0	0	0	5	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
OTU1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU1622	0	1	2	0	2	0	0	0	0	2	0	0	11	21	1	0	0	0	0	21	1	16	0	34	11	0	0	1	4	3	0	2	2	0	0	5
OTU1358	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU2856	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3333	0	0	0	0	5	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	10	0	14	0	0	0	0	0	0
OTU1397	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3331	30	17	10	20	8	0	0	20	12	1	21	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU1493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3337	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3336	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	2	0	0	0	0	0	0
OTU3335	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU3334	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
OTU1498	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3339	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3338	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU1700	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3	0	0	0	1
OTU1702	0	6	11	5	2	2	15	1	0	0	0	7	0	2	0	4	0	0	3	0	0	0	0	0	4	0	0	8	0	1	7	0	0	7	7	2
OTU1703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
OTU1704	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1705	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU1709	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU3200	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	20	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2091	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU426	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	2	0
OTU4188	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU1121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
OTU1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU1127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU3208	1	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU3029	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3028	0	4	40	64	13	0	0	2	0	0	0	125	1	2	1	0	0	0	0	0	0	1	0	2	1	1	0	1	3	1	2	4	15	9	16	0
OTU3025	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2987	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	16	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU2986	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3021	0	15	33	52	13	0	1	0	0	0	0	103	1	0	3	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	4	4	0	2	16	0
OTU524	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU525	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU526	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
OTU527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU520	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
OTU522	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	6	0	0
OTU301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU1015	0	0	0	0	0	1	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0
OTU1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU1017	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU529	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1012	1	8	6	4	3	0	0	2	2	11	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU1234	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1235	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU1230	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0	0
OTU4199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU4196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	145	1	110	161	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0
OTU3957	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4194	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4195	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU4190	36	5	15	19	18	22	50	18	6	18	29	25	0	0	0	6	4	0	0	0	0	1	0	0	1	0	0	25	3	5	31	0	0	19	37	5
OTU305	6	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	2	0	1	1	0	0	0	1	0	3	2	2	0	0	3	0	0	0	1	0
OTU4358	5	3	6	8	5	2	0	0	9	13	4	0	8	2	2	3	2	0	4	11	0	7	7	3	2	0	1	0	2	4	1	20	6	3	5	3
OTU3955	0	5	2	4	0	0	12	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU4355	1	242	748	1021	359	7	11	25	2	3	7	1941	30	62	62	10	9	1	27	5	5	92	62	146	1485	116	133	7	39	139	18	1084	3177	468	341	29
OTU4356	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU307	1	1	3	0	1	0	0	4	1	1	1	0	3	0	2	0	1	0	0	0	5	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0
OTU4350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4351	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU4352	0	0	0	0	0	0	0	0	0	2	1	0	5	10	1	0	0	39	2	0	25	4	0	5	3	11	12	0	6	0	0	0	0	1	0	0
OTU4353	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0
OTU2486	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0
OTU439	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	2	2	0	0	0	0	2	0	0	0	0	0	0	3	0	3	0	0	0	0	0
OTU436	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	5	1	0
OTU434	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1
OTU435	0	0	3	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU432	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU433	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
OTU430	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0
OTU431	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	2	0	0	2	1	0	4	0	0	0	0	0	0	0
OTU3809	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU3805	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0
OTU3807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU3806	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU3803	2	0	0	0	3	0	0	0	0	0	0	0	5	3	0	0	0	0	1	6	0	35	64	37	0	0	0	2	0	0	0	5	3	0	0	25
OTU3802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2975	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2864	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2865	0	0	1	3	0	1	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2869	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3082	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2232	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU4174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU4175	4	2	0	1	0	5	8	0	1	0	0	0	2	0	1	6	3	0	0	0	0	0	27	0	0	0	0	0	3	31	0	3	0	0	0	0
OTU4176	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU4177	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU4170	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4171	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4172	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	1
OTU4173	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	0	1	0	0	2	0	0	0	0	0
OTU4179	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1925	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2464	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2465	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
OTU2948	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU3161	3	2	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU238	0	1	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	15	1	4	22	1	4	0	23	14	0	0	2	4	1	0	0	15	1	0
OTU239	6	0	1	1	2	0	0	0	0	0	0	1	0	1	0	7	2	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0
OTU234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	7	0	25	0	0	0	0	0	14	0	22	4	0	0	0
OTU235	0	0	0	0	0	2	0	0	3	0	1	0	0	0	3	0	0	0	1	0	1	3	1	0	2	0	0	4	3	0	0	0	0	0	0	0
OTU236	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU237	2	2	2	0	1	3	5	0	1	6	0	0	210	194	1	2	3	12	49	147	7	157	54	93	2	2	0	0	6	6	4	11	61	3	0	2
OTU230	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	14	0	40	18	1	0	1	0	0	0	0	0	1	0	0	2	3	0	1
OTU231	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	1	7	3	2	0	0	9	4	1	1	1	0	4	0	0	0	5	6	2	0	1
OTU232	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	6	4	3	0	0	0	0	0	0	0	0	0	2	0	2
OTU233	2	1	0	0	0	0	0	0	1	0	0	4	0	0	1	1	4	0	1	1	1	4	0	1	1	0	3	0	3	1	0	1	5	2	3	0
